,name,rating,ctype,highly_rated,hq,reviews_K,no_of_employees,desc
187,Jindal Steel and Power,4.0,Iron & Steel ,"Skill Development / Learning, Job Security", Delhi/NCR ,2.5, 5k-10k ,"JSP is an industrial powerhouse with a dominant presence in the steel, power, mining, and infrastructure sectors. Led by Mr. Naveen Jindal, the company’s enviable success story has been scripted essentially by its resolve to innovate, set new standards, enhance capabilities, enrich lives, and ensure that it stays true to its cherished value system.An enterprising spirit and the ability to discern future trends have been the driving force behind the company's remarkable growth story. The organization is wedded to ideals like innovation and technological leadership and provides employment opportunities to over 22,000 Indians and anchors a socio-economic ecosystem for over 100,000 families. JSPL has been rated as the second highest value creator in the world by the Boston Consulting Group, the 11th fastest growing company in India by Business World and has figured in the Forbes Asia list of Fab 50 companies. It has also been named among the Best Blue-Chip companies and rated as the Highest Wealth Creator by the Dalal Street Journal. Dun & Bradstreet has ranked it 4th in its list of companies that generated the highest total income in the iron and steel sector."
188,Bank of America,4.4,Banking ,"Job Security, Work Life Balance, Company Culture", Charlotte ,2.5, 10k-50k ,"At Bank of America, we have a clear purpose to help make financial lives better through the power of every connection. We fulfill this purpose through our commitment to responsible growth, which includes a focus on environmental, social and governance (ESG) leadership. Integrated across our eight lines of business — our ESG focus reflects our values, ensures we are holding ourselves accountable, presents tremendous business opportunity, and allows us to create shared success with our clients and communities. Every day, we provide unmatched convenience in the United States, serving approximately 66 million consumer and small business clients. Bank of America is a global leader in wealth management, corporate and investment banking and trading across a broad range of asset classes, serving corporations, governments, institutions and individuals around the world. The company serves clients through operations across the United States, its territories and more than 35 countries."
189,Maersk,4.3,Logistics ,"Company Culture, Work Life Balance, Job Security", Copenhagen ,2.5, 10k-50k ,"A.P. Moller - Maersk is an integrated container logistics company working to connect and simplify its customers’ supply chains. As the global leader in shipping services, the company operates in 130 countries and employs roughly 93,000 people. At Maersk, we want to be pioneers in logistics. We’re embarking on a bold new direction, expanding our capabilities to become a truly end-to-end logistics service that can deliver intelligent solutions for customers around the world. Doing so requires us to reinvent global logistics with technology and data. As we rapidly digitise our business and build our capabilities across the world, this is your chance to work on projects that will get us there, bringing innovation and collaboration together."
190,DTDC Express,3.8,Logistics ,"Promotions / Appraisal, Salary & Benefits", Bangalore/Bengaluru ,2.5, 1k-5k ,"Established in 1990 and headquartered at Bangalore, DTDC has 7 Zonal offices, 20 strategically located Regional Offices and over 430 operating facilities spread across India. DTDC has now embarked upon its journey of transforming its identity from an Express Document Player to an Integrated Parcels driven business through its strategic partnership with Geopost's DPD group - Europe's second largest Parcels Delivery player. The brand name is now being re-christened to DTDC Express Limited as the company focuses to enhance their expertise in the logistics sector under their Vision 2020 program.The strategy behind the repositioning of the brand is to project DTDC as a complete express logistics player that delivers significant value in the markets that it operates in across the globe. DTDC Express Limited has its presence in more than 500 district headquarters through its large network of more than 10500 franchisees and extends services to over 10,500 Pin codes while handling more than 12 million shipments every month. DTDC Express Limited also has a significant global footprint and services 240 international locations including USA, UK, Canada, UAE, Hong Kong, Australia, China and all Asian countries, through its own operations, joint ventures and business associates. A key part of the success of DTDC’s network is the contribution of its people. It comprises of a family of 35,000 people including employees, franchisees and their associates who are committed to its spirit of service."
191,24/7 Customer,3.6,BPO ,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction", San Jose ,2.5, 5k-10k ,
192,Aarti Industries,4.2,Agro Chemicals ,"Job Security, Work Life Balance, Skill Development / Learning", Mumbai ,2.5, 5k-10k ,"Aarti Industries is a leading Indian manufacturer of Speciality Chemicals and Pharmaceuticals with a global footprint. Chemicals manufactured by Aarti are used in the downstream manufacture of pharmaceuticals, agrochemicals, polymers, additives, surfactants, pigments, dyes, etc."
193,ABB Group,4.1,Industrial Automation ,"Job Security, Company Culture, Work Life Balance", Zurich ,2.5, 1k-5k ,"ABB is a technology leader in electrification and automation, enabling a more sustainable and resource-efficient future. The company’s solutions connect engineering know-how and software to optimize how things are manufactured, moved, powered, and operated. Building on more than 130 years of excellence, ABB’s 105,000 employees are committed to driving innovations that accelerate industrial transformation."
194,Honda Motorcycle & Scooter,4.2,Automobile ,"Job Security, Company Culture, Work Life Balance", Gurgaon/Gurugram ,2.5, 10k-50k ,
195,Wipro Infotech,4.0,IT Services & Consulting ,"Job Security, Skill Development / Learning, Company Culture", Bangalore ,2.5, 1 Lakh+ Employees,"Wipro Infotech, a division of the US $6 billion Wipro Limited, provides enterprise customers with high value Information Technology Products, Software Services, Solutions and Consulting Services in India and the Middle East. Headquartered at Bangalore, Wipro Infotech serves customers in India through a network of 22 offices and 170 service locations across the country. It also has regional offices across the Middle East serving the region."
196,Carelon Global Solutions,4.0,IT Services & Consulting ,"Job Security, Salary & Benefits, Company Culture", Hyderabad / Secunderabad ,2.5, 10k-50k ,
